locus_id	primary_name	category
b3937	yiiX	y-ome
b3938	metJ	well-annotated
b3939	metB	well-annotated
b3940	metL	well-annotated
b3941	metF	well-annotated
b3942	katG	well-annotated
b3943	yijE	y-ome
b3944	yijF	y-ome
b3945	gldA	well-annotated
b3946	fsaB	well-annotated
b3947	ptsA, frwA	y-ome
b3949	frwC	y-ome
b3950	frwB	y-ome
b3951	pflD	y-ome
b3952	pflC	y-ome
b3953	frwD	y-ome
b3954	yijO	y-ome
b3955	eptC	well-annotated
b3956	ppc	well-annotated
b3957	argE	well-annotated
b3958	argC	well-annotated
b3959	argB	well-annotated
b3960	argH	well-annotated
b3961	oxyR	well-annotated
b3962	sthA	well-annotated
b3963	fabR	well-annotated
b3964	yijD	y-ome
b3965	trmA	well-annotated
b3966	btuB	well-annotated
b3967	murI	well-annotated
b3968	rrsB	well-annotated
b3969	gltT	well-annotated
b3970	rrlB	well-annotated
b3971	rrfB	well-annotated
b3972	murB	well-annotated
b3973	birA	well-annotated
b3974	coaA	well-annotated
b3975		excluded
b3976	thrU	well-annotated
b3977	tyrU	well-annotated
b3978	glyT	well-annotated
b3979	thrT	well-annotated
b3980	tufB	well-annotated
b3981	secE	well-annotated
b3982	nusG	well-annotated
b3983	rplK	well-annotated
b3984	rplA	well-annotated
b3985	rplJ	well-annotated
b3986	rplL	well-annotated
b3987	rpoB	well-annotated
b3988	rpoC	well-annotated
b3989	yjaZ, htrC	y-ome
b3990	thiH	well-annotated
b3991	thiG	well-annotated
b3992	thiF	well-annotated
b3993	thiE	well-annotated
b3994	thiC	well-annotated
b3995	rsd	well-annotated
b3996	nudC	well-annotated
b3997	hemE	well-annotated
b3998	nfi	well-annotated
b3999	yjaG	y-ome
b4000	hupA	well-annotated
b4001	yjaH	y-ome
b4002	zraP	well-annotated
b4003	zraS	well-annotated
b4004	zraR	well-annotated
b4005	purD	well-annotated
b4006	purH	well-annotated
b4007	rrsE	well-annotated
b4008	gltV	well-annotated
b4009	rrlE	well-annotated
b4010	rrfE	well-annotated
b4011	yjaA	y-ome
b4012	yjaB	y-ome
b4013	metA, metAS	well-annotated
b4014	aceB	well-annotated
b4015	aceA	well-annotated
b4016	aceK	well-annotated
b4017	arpA	y-ome
b4018	iclR	well-annotated
b4019	metH	well-annotated
b4020	yjbB	y-ome
b4021	pepE	well-annotated
b4022	rluF	well-annotated
b4023	yjbD	y-ome
b4024	lysC	well-annotated
b4025	pgi	well-annotated
b4026	yjbE	y-ome
b4027	yjbF	y-ome
b4028	yjbG	y-ome
b4029	yjbH	y-ome
b4030	psiE	y-ome
b4031	xylE	well-annotated
b4032	malG	well-annotated
b4033	malF	well-annotated
b4034	malE	well-annotated
b4035	malK	well-annotated
b4036	lamB	well-annotated
b4037	malM	y-ome
b4038	yjbI, yjbI'	excluded
b4039	ubiC	well-annotated
b4040	ubiA	well-annotated
b4041	plsB	well-annotated
b4042	dgkA	well-annotated
b4043	lexA	well-annotated
b4044	dinF	y-ome
b4045	yjbJ	y-ome
b4046	zur	well-annotated
b4047	yjbL	y-ome
b4048	yjbM	y-ome
b4049	dusA	well-annotated
b4050	pspG	y-ome
b4051	qorA	well-annotated
b4052	dnaB	well-annotated
b4053	alr	well-annotated
b4054	tyrB	well-annotated
b4055	aphA	well-annotated
b4056	yjbQ	y-ome
b4057	yjbR	y-ome
b4058	uvrA	well-annotated
b4059	ssb	well-annotated
b4060	yjcB	y-ome
b4061	pdeC, yjcC	y-ome
b4062	soxS	well-annotated
b4063	soxR	well-annotated
b4064	ghxP	well-annotated
b4065	yjcE	y-ome
b4066	yjcF	y-ome
b4067	actP	well-annotated
b4068	yjcH	y-ome
b4069	acs	well-annotated
b4070	nrfA	well-annotated
b4071	nrfB	well-annotated
b4072	nrfC	y-ome
b4073	nrfD	y-ome
b4074	nrfE	y-ome
b4075	nrfF	y-ome
b4076	nrfG	y-ome
b4077	gltP	well-annotated
b4078	yjcO	y-ome
b4079	fdhF	well-annotated
b4080	mdtP	well-annotated
b4081	mdtO	well-annotated
b4082	mdtN	well-annotated
b4083	yjcS	well-annotated
b4084	alsK	well-annotated
b4085	alsE	well-annotated
b4086	alsC	well-annotated
b4087	alsA	well-annotated
b4088	alsB	well-annotated
b4089	alsR, rpiR	well-annotated
b4090	rpiB	well-annotated
b4092	phnP	well-annotated
b4093	phnO	well-annotated
b4094	phnN	well-annotated
b4095	phnM	well-annotated
b4096	phnL	well-annotated
b4097	phnK	y-ome
b4098	phnJ	well-annotated
b4099	phnI	well-annotated
b4100	phnH	well-annotated
b4101	phnG	well-annotated
b4102	phnF	y-ome
b4103	phnE_2, phnE	excluded
b4104	phnE_1, phnE', phnE1, phnE	excluded
b4105	phnD	excluded
b4106	phnC	well-annotated
b4107	yjdN, phnB	y-ome
b4108	yjdM, phnA	y-ome
b4109	crfC	well-annotated
b4110	yjcZ	y-ome
b4111	proP	well-annotated
b4112	basS	well-annotated
b4113	basR	well-annotated
b4114	eptA	well-annotated
b4115	adiC	well-annotated
b4116	adiY	well-annotated
b4117	adiA	well-annotated
b4118	melR	well-annotated
b4119	melA	well-annotated
b4120	melB	well-annotated
b4121	yjdF	y-ome
b4122	fumB	well-annotated
b4123	dcuB	well-annotated
b4124	dcuR	well-annotated
b4125	dcuS	well-annotated
b4126	yjdI	y-ome
b4127	yjdJ	y-ome
b4128	ghoS	well-annotated
b4129	lysU	well-annotated
b4130	dtpC	well-annotated
b4131	cadA	well-annotated
b4132	cadB	well-annotated
b4133	cadC	well-annotated
b4134	pheU	well-annotated
b4135	yjdC	y-ome
b4136	dsbD	well-annotated
b4137	cutA	well-annotated
b4138	dcuA	well-annotated
b4139	aspA	well-annotated
b4140	fxsA	y-ome
b4141	yjeH	well-annotated
b4142	groS	well-annotated
b4143	groL	well-annotated
b4144	yjeI	y-ome
b4145	yjeJ	y-ome
b4146	epmB	well-annotated
b4147	efp	well-annotated
b4148	sugE	well-annotated
b4149	blc	y-ome
b4150	ampC	well-annotated
b4151	frdD	well-annotated
b4152	frdC	well-annotated
b4153	frdB	well-annotated
b4154	frdA	well-annotated
b4155	epmA	well-annotated
b4156	yjeM	y-ome
b4157	yjeN	y-ome
b4158	yjeO	y-ome
b4159	mscM	well-annotated
b4160	psd	well-annotated
b4161	rsgA	well-annotated
b4162	orn	well-annotated
b4163	glyV	well-annotated
b4164	glyX	well-annotated
b4165	glyY	well-annotated
b4166	queG	well-annotated
b4167	yjeF, nnr	well-annotated
b4168	tsaE	well-annotated
b4169	amiB	well-annotated
b4170	mutL	well-annotated
b4171	miaA	well-annotated
b4172	hfq	well-annotated
b4173	hflX	well-annotated
b4174	hflK	well-annotated
b4175	hflC	well-annotated
b4176	yjeT	y-ome
b4177	purA	well-annotated
b4178	nsrR	well-annotated
b4179	rnr	well-annotated
b4180	rlmB	well-annotated
b4181	yjfI	y-ome
b4182	yjfJ	y-ome
b4183	yjfK	y-ome
b4184	yjfL	y-ome
b4185	yjfM	y-ome
b4186	yjfC	y-ome
b4187	aidB	well-annotated
b4188	yjfN	y-ome
b4189	bsmA	y-ome
b4190	yjfP	well-annotated
b4191	ulaR	well-annotated
b4192	ulaG	well-annotated
b4193	ulaA	well-annotated
b4194	ulaB	well-annotated
b4195	ulaC	well-annotated
b4196	ulaD	well-annotated
b4197	ulaE	well-annotated
b4198	ulaF	well-annotated
b4199	yjfY	y-ome
b4200	rpsF	well-annotated
b4201	priB	well-annotated
b4202	rpsR	well-annotated
b4203	rplI	well-annotated
b4204	yjfZ	y-ome
b4205	ytfA, ytfA'	excluded
b4206	ytfB	y-ome
b4207	fklB	well-annotated
b4208	cycA	well-annotated
b4209	ytfE	well-annotated
b4210	ytfF	y-ome
b4211	qorB	well-annotated
b4212	ytfH	y-ome
b4213	cpdB	well-annotated
b4214	cysQ	well-annotated
b4215	ytfI	y-ome
b4216	ytfJ	y-ome
b4217	ytfK	y-ome
b4218	ytfL	y-ome
b4219	msrA	well-annotated
b4220	tamA	well-annotated
b4221	tamB	well-annotated
b4222	ytfP	y-ome
b4223	yzfA	y-ome
b4224	chpS	well-annotated
b4225	chpB	well-annotated
b4226	ppa	well-annotated
b4227	ytfQ	well-annotated
b4230	ytfT	y-ome
b4231	yjfF	y-ome
b4232	fbp	well-annotated
b4233	mpl	well-annotated
b4234	yjgA	y-ome
b4235	pmbA	y-ome
b4236	cybC, cybC'	excluded
b4237	nrdG	well-annotated
b4238	nrdD	well-annotated
b4239	treC	well-annotated
b4240	treB	well-annotated
b4241	treR	well-annotated
b4242	mgtA	well-annotated
b4243	ridA	well-annotated
b4244	pyrI	well-annotated
b4245	pyrB	well-annotated
b4246	pyrL	well-annotated
b4247		excluded
b4248	yjgH	y-ome
b4249	bdcA	well-annotated
b4250		excluded
b4251	bdcR	y-ome
b4252	tabA	y-ome
b4253	yjgL	y-ome
b4254	argI	well-annotated
b4255	rraB	well-annotated
b4256	yjgM	y-ome
b4257	yjgN	y-ome
b4258	valS	well-annotated
b4259	holC	well-annotated
b4260	pepA	well-annotated
b4261	lptF	well-annotated
b4262	lptG	well-annotated
b4263	yjgR	y-ome
b4264	idnR	well-annotated
b4265	idnT	well-annotated
b4266	idnO	well-annotated
b4267	idnD	well-annotated
b4268	idnK	well-annotated
b4269	ahr	well-annotated
b4270	leuX	well-annotated
b4271	intB, intB'	excluded
b4272	insC-6, insC11, insC6, insC1	well-annotated
b4273	insD-6, insD11, insD6, insD1	well-annotated
b4274	yjgW, yjgX'	excluded
b4275	yjgX_2	excluded
b4276	yjgX_1	excluded
b4277	yjgZ	y-ome
b4278	insG	well-annotated
b4279	yjhB	y-ome
b4280	yjhC	y-ome
b4281	yjhD, yjhD'	excluded
b4282	yjhE, yjhE'	excluded
b4283	insN-2, insN2	well-annotated
b4284	insI-3, insI4, insI1	well-annotated
b4285	insO-2, insO2	well-annotated
b4286	yjhV, yjhV'	excluded
b4287	fecE	well-annotated
b4288	fecD	well-annotated
b4289	fecC	well-annotated
b4290	fecB	well-annotated
b4291	fecA	well-annotated
b4292	fecR	well-annotated
b4293	fecI	well-annotated
b4294	insA-7, insA6, insA7, insA	well-annotated
b4295	yjhU	y-ome
b4296	yjhF	y-ome
b4297	yjhG	well-annotated
b4298	yjhH	y-ome
b4299	yjhI	y-ome
b4300	sgcR	y-ome
b4301	sgcE	y-ome
b4302	sgcA	y-ome
b4303	sgcQ	y-ome
b4304	sgcC	y-ome
b4305	sgcX	y-ome
b4306	yjhP	y-ome
b4307	yjhQ	y-ome
b4308	yjhR, yjhR'	excluded
b4309	nanS	y-ome
b4310	nanM	well-annotated
b4311	nanC	well-annotated
b4312	fimB	well-annotated
b4313	fimE	well-annotated
b4314	fimA	well-annotated
b4315	fimI	y-ome
b4316	fimC	well-annotated
b4317	fimD	well-annotated
b4318	fimF	well-annotated
b4319	fimG	well-annotated
b4320	fimH	well-annotated
b4321	gntP	well-annotated
b4322	uxuA	well-annotated
b4323	uxuB	well-annotated
b4324	uxuR	well-annotated
b4325	yjiC	y-ome
b4326	iraD	well-annotated
b4327	hypT, yjiE	well-annotated
b4328	iadA	well-annotated
b4329	yjiG	y-ome
b4330	yjiH	y-ome
b4331	kptA	well-annotated
b4332	yjiJ	y-ome
b4333	yjiK	y-ome
b4334	yjiL	y-ome
b4335	yjiM	y-ome
b4336	yjiN	y-ome
b4337	mdtM	well-annotated
b4338	rpnD, yjiP	y-ome
b4339	yjiQ, yjiP', yjiP	excluded
b4340	yjiR	y-ome
b4341	yjiS	y-ome
b4342	yjiT, yjiT'	excluded
b4345	mcrC	well-annotated
b4346	mcrB	well-annotated
b4347	symE	y-ome
b4348	hsdS	well-annotated
b4349	hsdM	well-annotated
b4350	hsdR	well-annotated
b4351	mrr	well-annotated
b4352	yjiA	well-annotated
b4353	yjiX	y-ome
b4354	yjiY, btsT	well-annotated
b4355	tsr	well-annotated
b4356	lgoT	well-annotated
b4357	lgoR	y-ome
b4358	lgoD	well-annotated
b4359	opgB, mdoB	well-annotated
b4360	yjjA	y-ome
b4361	dnaC	well-annotated
b4362	dnaT	well-annotated
b4363	yjjB	y-ome
b4364	yjjP	y-ome
b4365	yjjQ	well-annotated
b4366	bglJ	well-annotated
b4367	fhuF	well-annotated
b4368	leuV	well-annotated
b4369	leuP	well-annotated
b4370	leuQ	well-annotated
b4371	rsmC	well-annotated
b4372	holD	well-annotated
b4373	rimI	well-annotated
b4374	yjjG	well-annotated
b4375	prfC	well-annotated
b4376	osmY	well-annotated
b4377	yjjU	y-ome
b4378	yjjV	y-ome
b4379	yjjW	y-ome
b4380	yjjI	y-ome
b4381	deoC	well-annotated
b4382	deoA	well-annotated
b4383	deoB	well-annotated
b4384	deoD	well-annotated
b4385	yjjJ	y-ome
b4386	lplA	well-annotated
b4387	ytjB	y-ome
b4388	serB	well-annotated
b4389	radA	well-annotated
b4390	nadR	well-annotated
b4391	ettA	well-annotated
b4392	slt	well-annotated
b4393	trpR	well-annotated
b4394	yjjX	well-annotated
b4395	ytjC, gpmB	y-ome
b4396	rob	well-annotated
b4397	creA	y-ome
b4398	creB	well-annotated
b4399	creC	well-annotated
b4400	creD	y-ome
b4401	arcA	well-annotated
b4402	yjjY	y-ome
b4403	yjtD, lasT	y-ome
b4406	yaeP	y-ome
b4407	thiS	well-annotated
b4408	csrB	well-annotated
b4409	blr	well-annotated
b4410	ecnA	well-annotated
b4411	ecnB	well-annotated
b4412	hokC	well-annotated
b4413	sokC	y-ome
b4414	tff	y-ome
b4415	hokE	y-ome
b4416	rybA	y-ome
b4417	rybB	well-annotated
b4418	sraB, psrD	y-ome
b4419	ldrA, ldrA; ldrC	y-ome
b4420	rdlA	y-ome
b4421	ldrB	y-ome
b4422	rdlB	y-ome
b4423	ldrC	y-ome
b4424	rdlC	y-ome
b4425	rttR	y-ome
b4426	mcaS	well-annotated
b4427	micC	well-annotated
b4428	hokB	well-annotated
b4429	sokB	y-ome
b4430	rydB	well-annotated
b4431	rprA	well-annotated
b4432	ryeA	y-ome
b4433	sdsR	well-annotated
b4434	isrB	y-ome
b4435	isrC	y-ome
b4436	sibA	y-ome
b4437	sibB	y-ome
b4438	cyaR	y-ome
b4439	micF	well-annotated
b4440	ryfA	y-ome
b4441	glmY	well-annotated
b4442	micA	well-annotated
b4443	gcvB	well-annotated
b4444	omrA	well-annotated
b4445	omrB	well-annotated
b4446	sibC	y-ome
b4447	sibD	y-ome
b4448	sraF	excluded
b4449	sraG, psrO	y-ome
b4450	arcZ	well-annotated
b4451	ryhB	well-annotated
b4452	gadY	well-annotated
b4453	ldrD	well-annotated
b4454	rdlD	well-annotated
b4455	hokA	y-ome
b4456	glmZ	well-annotated
b4457	csrC	well-annotated
b4458	oxyS	well-annotated
b4459	ryjA	y-ome
b4460	araH	well-annotated
b4461	yfjD	y-ome
b4462	ygaQ, ygaQ'	excluded
b4463	ygcU	y-ome
b4464	ghxQ	well-annotated
b4465	yggP	y-ome
b4466	yghJ, sslE	y-ome
b4467	glcF	y-ome
b4468	glcE	y-ome
b4469	ygiQ	y-ome
b4470	yhaM	y-ome
b4471	tdcG	well-annotated
b4472	yhdP	y-ome
b4473	smf	y-ome
b4474	frlC	well-annotated
b4475	rtcA	well-annotated
b4476	gntU	well-annotated
b4477	dgoA	well-annotated
b4478	dgoD	well-annotated
b4479	dgoR	y-ome
b4480	hdfR	well-annotated
b4481	rffT, wecF	well-annotated
b4482	yigE	y-ome
b4483	tatD	well-annotated
b4484	cpxP	well-annotated
b4485	ytfR	y-ome
b4486	yjiV, yjiV'	excluded
b4487	yjdP	y-ome
b4488	ilvG', ilvG	excluded
b4489	oriC	well-annotated
b4490	efeU', efeU	excluded
b4491	ycgH', ycgH	excluded
b4492	ydbA', ydbA	excluded
b4493	gapC', gapC	excluded
b4494	arpB', arpB	excluded
b4495	yedN', yedN	excluded
b4496	yedS', yedS	excluded
b4497	yeeL', yeeL	excluded
b4498	gatR', gatR	excluded
b4499	yehH', yehH	excluded
b4500	yfaS', yfaS	excluded
b4501	torI	well-annotated
b4502	yeiW	y-ome
b4503	yafF, yafF'	excluded
b4504	ykfH	y-ome
b4505	insX, insX', ykgN	well-annotated
b4506	ykgO	y-ome
b4508	ybcD, peaD', peaD	excluded
b4509	ylcG	y-ome
b4510	rzoD	y-ome
b4511	ybdZ	well-annotated
b4512	ybdD	y-ome
b4513	kdpF	well-annotated
b4514	ybfQ, ybfQ'	excluded
b4515	cydX	well-annotated
b4516	insA-4, insA4, insA	well-annotated
b4517	gnsA	y-ome
b4518	ymdF	y-ome
b4519	icdC, icdC'	excluded
b4520	ymgF	y-ome
b4521	ymgH, ycgI', ycgI	excluded
b4522	ymiA	y-ome
b4523	yciX	y-ome
b4524	ymjB, ycjV', ycjV	excluded
b4525	ymjC, ymjC'	excluded
b4526	ydaE	y-ome
b4527	ydaF	y-ome
b4528	rzoR	y-ome
b4529	ydbJ	y-ome
b4530	yncK_2	excluded
b4531	yncK_1	excluded
b4532	hicA	well-annotated
b4533	ynfO	y-ome
b4534	ynfP	excluded
b4535	yniD	y-ome
b4536	yobH	y-ome
b4537	yecJ	y-ome
b4538	yoeF, yoeF'	excluded
b4539	yoeB	well-annotated
b4540	wbbL_2	excluded
b4541	yehK	y-ome
b4542	yohO	y-ome
b4543	ypaA, ypaA'	excluded
b4544	arnE	well-annotated
b4545	ypdJ, ypdJ'	excluded
b4546	ypeB	y-ome
b4547	ypfN	y-ome
b4548	ypjJ	y-ome
b4549	yhcE_2	excluded
b4550	arfA	well-annotated
b4551	yheV	y-ome
b4552	yrhC, yrhC'	excluded
b4553	ysaB	y-ome
b4554	yibT	y-ome
b4555	yicS	y-ome
b4556	ysdC, glvG', glvG	excluded
b4557	yidD	y-ome
b4558	yifL	y-ome
b4559	ghoT	well-annotated
b4560	yjgX_3	excluded
b4561	insM, insM'	well-annotated
b4562	yjhW	excluded
b4563	insB-7_1	well-annotated
b4564	insB-7_2	well-annotated
b4565	sgcB	y-ome
b4566	topAI, yjhX	well-annotated
b4567	yjjZ	y-ome
b4568	ytjA	y-ome
b4569	yhcE', yhcE	excluded
b4570	lomR', lomR	excluded
b4571	wbbL', wbbL	excluded
b4572	ylbE	y-ome
b4573	insZ', ychG, insZ	excluded
b4575	yjgX	y-ome
b4576	insB6', insB1	excluded
b4577	sgrS	well-annotated
b4578	insP', insP	excluded
b4579	yaiX', yaiX	excluded
b4580	yaiT', yaiT	excluded
b4581	ybeM', ybeM, ybeH	excluded
b4582	yoeA', yoeA	excluded
b4585	chiX	well-annotated
b4586	ykfM	y-ome
b4587	insN', insN	excluded
b4588	ylcH	y-ome
b4589	ylcI	y-ome
b4590	ybfK	y-ome
b4591	ybhU	excluded
b4592	appX, cbdX	y-ome
b4593	ymgI	y-ome
b4594	ymgJ	y-ome
b4595	yciY	y-ome
b4596	yciZ	y-ome
b4597	rydC	well-annotated
b4598	yncL	y-ome
b4599	mgtS, yneM	y-ome
b4600	ydfJ', ydfJ	excluded
b4601	ydgU	y-ome
b4602	ynhF	y-ome
b4603	rseX	well-annotated
b4604	yojO	y-ome
b4605	ypaB	y-ome
b4606	ypfM	y-ome
b4607	ryfB	excluded
b4608	ohsC	well-annotated
b4609	ryfD	y-ome
b4610	ygdT	y-ome
b4611	sibE	y-ome
b4612	yrhD	y-ome
b4613	dinQ	y-ome
b4614	sokA, sokA'	excluded
b4615	yibV, yibV'	excluded
b4616	istR-2, istR	well-annotated
b4617	tisA	excluded
b4618	tisB	well-annotated
b4620	yjbT	y-ome
b4621	yjbS	y-ome
b4622	ytcA	y-ome
b4623	insO', insO	excluded
b4624	ryjB	y-ome
b4625	symR	well-annotated
b4626	ykfN', ykfN	excluded
b4627	ykfL, ykfL'	excluded
b4628	ykfK, ykfK'	excluded
b4629	ptwF'	excluded
b4630	ykgP', ykgP	excluded
b4631	ykgQ, ykgQ'	excluded
b4632	ylbI', ylbI	excluded
b4633	xisD', xisD	excluded
b4634	aaaD', aaaD	excluded
b4635	pauD'	excluded
b4636	ybfI', ybfI	excluded
b4637	uof	well-annotated
b4638	ttcC, ttcC'	excluded
b4639	yeeH, yeeH'	excluded
b4640	yoeG, yoeG'	excluded
b4641	yoeH, yoeH'	excluded
b4642	yoeD, yoeD'	excluded
b4643	pawZ, pawZ'	excluded
b4644	ypjI, ypjI'	excluded
b4645	psaA, psaA'	excluded
b4646	yrdE, yrdE'	excluded
b4647	mokA, mokA'	excluded
b4648	ysaC, ysaC'	excluded
b4649	ysaD, ysaD'	excluded
b4650	yibS, yibS'	excluded
b4651	yibW, yibW'	excluded
b4652	yibU, yibU'	excluded
b4653	yicT, yicT'	excluded
b4654	yjdQ, yjdQ'	excluded
b4655	ythA	y-ome
b4656	yjhY, yjhY'	excluded
b4657	yjhZ, yjhZ'	excluded
b4658	yghX', yghX	excluded
b4659	yabP', yabP	excluded
b4660	yhiL', yhiL	excluded
b4661	yfcU', yfcU	excluded
b4662	sgrT	y-ome
b4663	azuC	y-ome
b4664	ibsD	y-ome
b4665	ibsC	well-annotated
b4666	ibsE	y-ome
b4667	ibsA	y-ome
b4668	ibsB	y-ome
b4669	ilvX	y-ome
b4670	yjeV	y-ome
b4671	ykgR	y-ome
b4672	ymiB	y-ome
b4673	ymjD, ymjD'	excluded
b4674	ynbG	y-ome
b4675	yoaJ	y-ome
b4676	yoaK	y-ome
b4677	yobI	y-ome
b4678	yoeI	y-ome
b4679	yohP	y-ome
b4680	ypdK	y-ome
b4682	yqcG	y-ome
b4683	yqeL	y-ome
b4684	yqfG	y-ome
b4685	yrbN	y-ome
b4686	yshB	y-ome
b4687	shoB	y-ome
b4688	ykgS, ykgS'	excluded
b4689	rzoQ	y-ome
b4690	eyeA	y-ome
b4691	sroH	y-ome
b4692	oweE', oweE	excluded
b4693	aaaE', aaaE	excluded
b4694	yagP', yagP	excluded
b4695	ykgT', ykgT	excluded
b4696	yneO', yneO	excluded
b4697	yrdF, yrdF'	excluded
b4698	mgrR	y-ome
b4699	fnrS	well-annotated
b4700	sokE	y-ome
b4701	sokX	y-ome
b4702	mgtL	y-ome
b4703	pmrR	y-ome
b4704	arrS	y-ome
b4705	mntS	y-ome
b4706	iroK	y-ome
b4707	esrE	y-ome
b4708	insI2, insI2', insI1	well-annotated
b4709	insA9	well-annotated
b4710	insB9	well-annotated
b4711	insH21	well-annotated
b4712	agrA	well-annotated
b4713	agrB	well-annotated
b4714	ralA	well-annotated
b4715	ytiA	y-ome
b4716	cpxQ	well-annotated
b4717	micL	well-annotated
b4718	gadF	well-annotated
b4719	sdsN	well-annotated
b4720	ytiC	y-ome
b4721	ytiD	y-ome
b4722	idlP	y-ome
b4723	ymcF	y-ome
b4724	ynfQ	y-ome
b4725	rseD	y-ome
